,year,month,carrier,carrier_name,airport,arr_flights,arr_cancelled, arr_delay, carrier_delay,weather_delay,Airport,city
12565,2018,8,B6,JetBlue Airways,DFW,58.0,2.0,779.0,442.0,0.0, Dallas/Fort Worth International,Dallas
12564,2018,8,B6,JetBlue Airways,DEN,120.0,1.0,2274.0,714.0,194.0, Denver International,"Denver, CO"
12549,2018,8,B6,JetBlue Airways,ATL,302.0,4.0,6705.0,2676.0,273.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
12848,2018,8,EV,ExpressJet Airlines Inc.,ORD,666.0,12.0,15225.0,1897.0,64.0, Chicago O'Hare International,"Chicago, IL"
12618,2018,8,DL,Delta Air Lines Inc.,ATL,21931.0,32.0,213951.0,68859.0,13357.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
12878,2018,8,F9,Frontier Airlines Inc.,ATL,303.0,10.0,7587.0,2364.0,6.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13085,2018,8,HA,Hawaiian Airlines Inc.,LAX,214.0,0.0,2901.0,1752.0,0.0, Los Angeles International,"Los Angeles, CA"
12896,2018,8,F9,Frontier Airlines Inc.,DFW,54.0,2.0,1650.0,422.0,0.0, Dallas/Fort Worth International,Dallas
12914,2018,8,F9,Frontier Airlines Inc.,LAX,104.0,2.0,2026.0,843.0,0.0, Los Angeles International,"Los Angeles, CA"
12931,2018,8,F9,Frontier Airlines Inc.,ORD,268.0,6.0,7158.0,1766.0,66.0, Chicago O'Hare International,"Chicago, IL"
12986,2018,8,G4,Allegiant Air,DEN,25.0,0.0,294.0,34.0,138.0, Denver International,"Denver, CO"
13016,2018,8,G4,Allegiant Air,LAX,177.0,0.0,1174.0,265.0,36.0, Los Angeles International,"Los Angeles, CA"
13105,2018,8,MQ,Envoy Air,ATL,58.0,1.0,763.0,28.0,2.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13141,2018,8,MQ,Envoy Air,DFW,4147.0,32.0,44860.0,9907.0,6418.0, Dallas/Fort Worth International,Dallas
13200,2018,8,MQ,Envoy Air,ORD,5346.0,226.0,83834.0,14420.0,7004.0, Chicago O'Hare International,"Chicago, IL"
13215,2018,8,YV,Mesa Airlines Inc.,ATL,226.0,4.0,2920.0,951.0,395.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13242,2018,8,YV,Mesa Airlines Inc.,DFW,3365.0,128.0,57541.0,16613.0,3030.0, Dallas/Fort Worth International,Dallas
13320,2018,8,YX,Republic Airline,ATL,382.0,22.0,3497.0,481.0,507.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13341,2018,8,YX,Republic Airline,DEN,469.0,2.0,3925.0,988.0,180.0, Denver International,"Denver, CO"
13342,2018,8,YX,Republic Airline,DFW,406.0,28.0,7298.0,2579.0,177.0, Dallas/Fort Worth International,Dallas
12508,2018,8,AS,Alaska Airlines Inc.,LAX,1905.0,33.0,23181.0,10132.0,328.0, Los Angeles International,"Los Angeles, CA"
12895,2018,8,F9,Frontier Airlines Inc.,DEN,2104.0,55.0,50664.0,12146.0,373.0, Denver International,"Denver, CO"
13383,2018,8,YX,Republic Airline,ORD,1476.0,45.0,29156.0,3661.0,983.0, Chicago O'Hare International,"Chicago, IL"
12491,2018,8,AS,Alaska Airlines Inc.,DFW,148.0,0.0,895.0,261.0,17.0, Dallas/Fort Worth International,Dallas
12477,2018,8,AS,Alaska Airlines Inc.,ATL,63.0,0.0,299.0,60.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
12490,2018,8,AS,Alaska Airlines Inc.,DEN,179.0,0.0,1943.0,916.0,0.0, Denver International,"Denver, CO"
11704,2018,8,NK,Spirit Air Lines,ATL,762.0,4.0,16282.0,4071.0,380.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
11713,2018,8,NK,Spirit Air Lines,DEN,341.0,2.0,6456.0,1163.0,84.0, Denver International,"Denver, CO"
11714,2018,8,NK,Spirit Air Lines,DFW,1037.0,11.0,23321.0,5366.0,1523.0, Dallas/Fort Worth International,Dallas
11721,2018,8,NK,Spirit Air Lines,LAX,793.0,6.0,12001.0,3535.0,124.0, Los Angeles International,"Los Angeles, CA"
11730,2018,8,NK,Spirit Air Lines,ORD,894.0,13.0,30875.0,3476.0,810.0, Chicago O'Hare International,"Chicago, IL"
11746,2018,8,OH,PSA Airlines Inc.,ATL,112.0,2.0,3058.0,1228.0,332.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
11809,2018,8,OH,PSA Airlines Inc.,ORD,205.0,8.0,4278.0,535.0,17.0, Chicago O'Hare International,"Chicago, IL"
11902,2018,8,OO,SkyWest Airlines Inc.,DEN,4689.0,24.0,65080.0,26667.0,2533.0, Denver International,"Denver, CO"
11903,2018,8,OO,SkyWest Airlines Inc.,DFW,594.0,6.0,15072.0,8031.0,895.0, Dallas/Fort Worth International,Dallas
11962,2018,8,OO,SkyWest Airlines Inc.,LAX,2773.0,22.0,35317.0,12313.0,1753.0, Los Angeles International,"Los Angeles, CA"
12003,2018,8,OO,SkyWest Airlines Inc.,ORD,6427.0,257.0,201199.0,56344.0,9918.0, Chicago O'Hare International,"Chicago, IL"
12078,2018,8,UA,United Air Lines Inc.,ATL,427.0,10.0,8280.0,2514.0,748.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
12101,2018,8,UA,United Air Lines Inc.,DEN,5876.0,48.0,75139.0,23036.0,6603.0, Denver International,"Denver, CO"
11848,2018,8,OO,SkyWest Airlines Inc.,ATL,2227.0,8.0,36153.0,9433.0,6016.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
12127,2018,8,UA,United Air Lines Inc.,LAX,2664.0,12.0,39997.0,12191.0,2467.0, Los Angeles International,"Los Angeles, CA"
12102,2018,8,UA,United Air Lines Inc.,DFW,640.0,4.0,13193.0,2598.0,1322.0, Dallas/Fort Worth International,Dallas
12417,2018,8,AA,American Airlines Inc.,LAX,3567.0,31.0,45886.0,16129.0,4018.0, Los Angeles International,"Los Angeles, CA"
12394,2018,8,AA,American Airlines Inc.,DFW,12760.0,218.0,212420.0,57910.0,13174.0, Dallas/Fort Worth International,Dallas
12393,2018,8,AA,American Airlines Inc.,DEN,943.0,11.0,17344.0,5502.0,1866.0, Denver International,"Denver, CO"
12375,2018,8,AA,American Airlines Inc.,ATL,1002.0,19.0,18130.0,5984.0,771.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
12342,2018,8,9E,Endeavor Air Inc.,ORD,171.0,12.0,3935.0,370.0,137.0, Chicago O'Hare International,"Chicago, IL"
12299,2018,8,9E,Endeavor Air Inc.,DFW,140.0,1.0,1730.0,313.0,170.0, Dallas/Fort Worth International,Dallas
12437,2018,8,AA,American Airlines Inc.,ORD,5793.0,93.0,106854.0,28598.0,5011.0, Chicago O'Hare International,"Chicago, IL"
12268,2018,8,9E,Endeavor Air Inc.,ATL,2532.0,2.0,34222.0,6018.0,4409.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
12221,2018,8,WN,Southwest Airlines Co.,LAX,3757.0,94.0,37282.0,12849.0,944.0, Los Angeles International,"Los Angeles, CA"
12203,2018,8,WN,Southwest Airlines Co.,DEN,6036.0,56.0,64759.0,19006.0,2049.0, Denver International,"Denver, CO"
12185,2018,8,WN,Southwest Airlines Co.,ATL,3643.0,81.0,44650.0,13460.0,3101.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
12148,2018,8,UA,United Air Lines Inc.,ORD,7484.0,102.0,165022.0,30648.0,10803.0, Chicago O'Hare International,"Chicago, IL"
12298,2018,8,9E,Endeavor Air Inc.,DEN,4.0,0.0,0.0,0.0,0.0, Denver International,"Denver, CO"
15061,2018,9,YX,Republic Airline,ORD,1180.0,20.0,16695.0,1114.0,314.0, Chicago O'Hare International,"Chicago, IL"
14600,2018,9,DL,Delta Air Lines Inc.,ATL,20071.0,51.0,133589.0,46948.0,9406.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14566,2018,9,B6,JetBlue Airways,ORD,239.0,2.0,5160.0,1176.0,5.0, Chicago O'Hare International,"Chicago, IL"
14557,2018,9,B6,JetBlue Airways,LAX,492.0,0.0,4591.0,1296.0,476.0, Los Angeles International,"Los Angeles, CA"
14546,2018,9,B6,JetBlue Airways,DFW,55.0,1.0,913.0,480.0,0.0, Dallas/Fort Worth International,Dallas
14545,2018,9,B6,JetBlue Airways,DEN,115.0,0.0,1207.0,647.0,0.0, Denver International,"Denver, CO"
14473,2018,9,AS,Alaska Airlines Inc.,DFW,115.0,0.0,689.0,18.0,0.0, Dallas/Fort Worth International,Dallas
14500,2018,9,AS,Alaska Airlines Inc.,ORD,321.0,0.0,2407.0,512.0,7.0, Chicago O'Hare International,"Chicago, IL"
14488,2018,9,AS,Alaska Airlines Inc.,LAX,1712.0,22.0,11322.0,3924.0,14.0, Los Angeles International,"Los Angeles, CA"
14472,2018,9,AS,Alaska Airlines Inc.,DEN,144.0,0.0,252.0,162.0,0.0, Denver International,"Denver, CO"
14459,2018,9,AS,Alaska Airlines Inc.,ATL,51.0,0.0,17.0,0.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14422,2018,9,AA,American Airlines Inc.,ORD,5310.0,76.0,78233.0,22524.0,4407.0, Chicago O'Hare International,"Chicago, IL"
14530,2018,9,B6,JetBlue Airways,ATL,290.0,1.0,2869.0,1051.0,224.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14633,2018,9,DL,Delta Air Lines Inc.,DFW,627.0,0.0,5630.0,1468.0,529.0, Dallas/Fort Worth International,Dallas
14403,2018,9,AA,American Airlines Inc.,LAX,3403.0,35.0,35223.0,12342.0,2564.0, Los Angeles International,"Los Angeles, CA"
14697,2018,9,DL,Delta Air Lines Inc.,ORD,845.0,0.0,12243.0,2589.0,365.0, Chicago O'Hare International,"Chicago, IL"
14743,2018,9,EV,ExpressJet Airlines Inc.,ATL,732.0,0.0,6040.0,2469.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14771,2018,9,EV,ExpressJet Airlines Inc.,DFW,1031.0,26.0,22146.0,11695.0,0.0, Dallas/Fort Worth International,Dallas
14819,2018,9,EV,ExpressJet Airlines Inc.,ORD,697.0,8.0,15962.0,2519.0,388.0, Chicago O'Hare International,"Chicago, IL"
14846,2018,9,F9,Frontier Airlines Inc.,ATL,283.0,4.0,5849.0,1700.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14864,2018,9,F9,Frontier Airlines Inc.,DEN,2126.0,51.0,42958.0,10756.0,317.0, Denver International,"Denver, CO"
14865,2018,9,F9,Frontier Airlines Inc.,DFW,45.0,2.0,455.0,220.0,0.0, Dallas/Fort Worth International,Dallas
14883,2018,9,F9,Frontier Airlines Inc.,LAX,107.0,2.0,1143.0,367.0,0.0, Los Angeles International,"Los Angeles, CA"
14900,2018,9,F9,Frontier Airlines Inc.,ORD,235.0,6.0,6865.0,1362.0,112.0, Chicago O'Hare International,"Chicago, IL"
14905,2018,9,YV,Mesa Airlines Inc.,ATL,191.0,3.0,2972.0,887.0,592.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14931,2018,9,YV,Mesa Airlines Inc.,DFW,3187.0,209.0,74092.0,19339.0,5727.0, Dallas/Fort Worth International,Dallas
15003,2018,9,YX,Republic Airline,ATL,487.0,7.0,3904.0,867.0,363.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
15023,2018,9,YX,Republic Airline,DEN,331.0,1.0,1108.0,525.0,45.0, Denver International,"Denver, CO"
15024,2018,9,YX,Republic Airline,DFW,274.0,3.0,3604.0,1147.0,20.0, Dallas/Fort Worth International,Dallas
14671,2018,9,DL,Delta Air Lines Inc.,LAX,2875.0,0.0,17073.0,9494.0,595.0, Los Angeles International,"Los Angeles, CA"
14380,2018,9,AA,American Airlines Inc.,DFW,11701.0,355.0,160964.0,42816.0,11311.0, Dallas/Fort Worth International,Dallas
14632,2018,9,DL,Delta Air Lines Inc.,DEN,1004.0,0.0,3192.0,1254.0,225.0, Denver International,"Denver, CO"
14361,2018,9,AA,American Airlines Inc.,ATL,963.0,17.0,12035.0,4534.0,667.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13461,2018,9,G4,Allegiant Air,DEN,10.0,0.0,331.0,298.0,0.0, Denver International,"Denver, CO"
13491,2018,9,G4,Allegiant Air,LAX,97.0,0.0,970.0,711.0,0.0, Los Angeles International,"Los Angeles, CA"
13558,2018,9,HA,Hawaiian Airlines Inc.,LAX,180.0,4.0,1797.0,1104.0,0.0, Los Angeles International,"Los Angeles, CA"
13578,2018,9,MQ,Envoy Air,ATL,55.0,2.0,575.0,44.0,53.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13612,2018,9,MQ,Envoy Air,DFW,3668.0,104.0,44638.0,8159.0,4620.0, Dallas/Fort Worth International,Dallas
13667,2018,9,MQ,Envoy Air,ORD,5408.0,167.0,56983.0,13754.0,5450.0, Chicago O'Hare International,"Chicago, IL"
13703,2018,9,NK,Spirit Air Lines,ATL,693.0,2.0,7633.0,2472.0,191.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13713,2018,9,NK,Spirit Air Lines,DEN,287.0,0.0,2590.0,671.0,459.0, Denver International,"Denver, CO"
13714,2018,9,NK,Spirit Air Lines,DFW,688.0,2.0,10373.0,2514.0,196.0, Dallas/Fort Worth International,Dallas
13722,2018,9,NK,Spirit Air Lines,LAX,654.0,1.0,4426.0,691.0,280.0, Los Angeles International,"Los Angeles, CA"
13731,2018,9,NK,Spirit Air Lines,ORD,737.0,13.0,13370.0,942.0,283.0, Chicago O'Hare International,"Chicago, IL"
13747,2018,9,OH,PSA Airlines Inc.,ATL,102.0,3.0,2149.0,1105.0,364.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13808,2018,9,OH,PSA Airlines Inc.,ORD,197.0,5.0,2246.0,698.0,38.0, Chicago O'Hare International,"Chicago, IL"
13846,2018,9,OO,SkyWest Airlines Inc.,ATL,1832.0,39.0,22936.0,7527.0,1736.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14379,2018,9,AA,American Airlines Inc.,DEN,844.0,12.0,11949.0,4179.0,707.0, Denver International,"Denver, CO"
13896,2018,9,OO,SkyWest Airlines Inc.,DFW,646.0,11.0,13422.0,6095.0,392.0, Dallas/Fort Worth International,Dallas
14328,2018,9,9E,Endeavor Air Inc.,ORD,36.0,0.0,897.0,0.0,0.0, Chicago O'Hare International,"Chicago, IL"
14288,2018,9,9E,Endeavor Air Inc.,DFW,202.0,0.0,2427.0,555.0,110.0, Dallas/Fort Worth International,Dallas
14259,2018,9,9E,Endeavor Air Inc.,ATL,2032.0,23.0,17490.0,3348.0,1570.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14209,2018,9,WN,Southwest Airlines Co.,LAX,3537.0,56.0,23053.0,7069.0,516.0, Los Angeles International,"Los Angeles, CA"
13895,2018,9,OO,SkyWest Airlines Inc.,DEN,4037.0,7.0,31041.0,17634.0,1063.0, Denver International,"Denver, CO"
14173,2018,9,WN,Southwest Airlines Co.,ATL,3362.0,33.0,23437.0,6803.0,1450.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
14191,2018,9,WN,Southwest Airlines Co.,DEN,5521.0,38.0,36949.0,11706.0,1176.0, Denver International,"Denver, CO"
14118,2018,9,UA,United Air Lines Inc.,LAX,2225.0,3.0,18758.0,7416.0,2345.0, Los Angeles International,"Los Angeles, CA"
14094,2018,9,UA,United Air Lines Inc.,DFW,556.0,3.0,11122.0,1449.0,265.0, Dallas/Fort Worth International,Dallas
14093,2018,9,UA,United Air Lines Inc.,DEN,5388.0,12.0,41874.0,14954.0,2345.0, Denver International,"Denver, CO"
14070,2018,9,UA,United Air Lines Inc.,ATL,377.0,0.0,3540.0,899.0,3.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
13997,2018,9,OO,SkyWest Airlines Inc.,ORD,5919.0,124.0,110534.0,35826.0,8503.0, Chicago O'Hare International,"Chicago, IL"
13955,2018,9,OO,SkyWest Airlines Inc.,LAX,2591.0,5.0,19112.0,8321.0,747.0, Los Angeles International,"Los Angeles, CA"
14139,2018,9,UA,United Air Lines Inc.,ORD,7126.0,40.0,94911.0,15799.0,7673.0, Chicago O'Hare International,"Chicago, IL"
16237,2018,10,OO,SkyWest Airlines Inc.,DEN,4205.0,23.0,62084.0,29466.0,831.0, Denver International,"Denver, CO"
16186,2018,10,OO,SkyWest Airlines Inc.,ATL,1869.0,8.0,15321.0,3150.0,1056.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
16148,2018,10,OH,PSA Airlines Inc.,ORD,204.0,2.0,2057.0,675.0,0.0, Chicago O'Hare International,"Chicago, IL"
16087,2018,10,OH,PSA Airlines Inc.,ATL,111.0,2.0,716.0,417.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
16071,2018,10,NK,Spirit Air Lines,ORD,709.0,3.0,5478.0,820.0,34.0, Chicago O'Hare International,"Chicago, IL"
15918,2018,10,MQ,Envoy Air,ATL,57.0,1.0,453.0,49.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
16054,2018,10,NK,Spirit Air Lines,DFW,645.0,3.0,7439.0,965.0,555.0, Dallas/Fort Worth International,Dallas
16053,2018,10,NK,Spirit Air Lines,DEN,280.0,2.0,2385.0,179.0,32.0, Denver International,"Denver, CO"
16044,2018,10,NK,Spirit Air Lines,ATL,693.0,2.0,3536.0,966.0,46.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
16009,2018,10,MQ,Envoy Air,ORD,5745.0,85.0,49635.0,9913.0,2455.0, Chicago O'Hare International,"Chicago, IL"
15953,2018,10,MQ,Envoy Air,DFW,4003.0,92.0,58423.0,10160.0,8227.0, Dallas/Fort Worth International,Dallas
16238,2018,10,OO,SkyWest Airlines Inc.,DFW,837.0,20.0,16374.0,3576.0,1412.0, Dallas/Fort Worth International,Dallas
16062,2018,10,NK,Spirit Air Lines,LAX,658.0,1.0,4401.0,755.0,34.0, Los Angeles International,"Los Angeles, CA"
16300,2018,10,OO,SkyWest Airlines Inc.,LAX,2730.0,5.0,31573.0,10672.0,775.0, Los Angeles International,"Los Angeles, CA"
16539,2018,10,WN,Southwest Airlines Co.,DEN,5960.0,9.0,36016.0,11242.0,447.0, Denver International,"Denver, CO"
16416,2018,10,UA,United Air Lines Inc.,ATL,347.0,1.0,2539.0,565.0,16.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
16438,2018,10,UA,United Air Lines Inc.,DEN,5675.0,9.0,43487.0,14581.0,1064.0, Denver International,"Denver, CO"
16439,2018,10,UA,United Air Lines Inc.,DFW,502.0,2.0,8687.0,1651.0,132.0, Dallas/Fort Worth International,Dallas
16463,2018,10,UA,United Air Lines Inc.,LAX,2332.0,2.0,24726.0,7523.0,1821.0, Los Angeles International,"Los Angeles, CA"
16484,2018,10,UA,United Air Lines Inc.,ORD,7419.0,8.0,69774.0,19209.0,1149.0, Chicago O'Hare International,"Chicago, IL"
16521,2018,10,WN,Southwest Airlines Co.,ATL,3585.0,11.0,20946.0,7263.0,58.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
16557,2018,10,WN,Southwest Airlines Co.,LAX,3732.0,55.0,32232.0,10393.0,352.0, Los Angeles International,"Los Angeles, CA"
16605,2018,10,YV,Mesa Airlines Inc.,ATL,192.0,0.0,4943.0,2345.0,196.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
16629,2018,10,YV,Mesa Airlines Inc.,DFW,3148.0,196.0,77106.0,20581.0,6533.0, Dallas/Fort Worth International,Dallas
16705,2018,10,YX,Republic Airline,ATL,513.0,3.0,2791.0,574.0,64.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
16726,2018,10,YX,Republic Airline,DEN,206.0,0.0,2140.0,497.0,56.0, Denver International,"Denver, CO"
16727,2018,10,YX,Republic Airline,DFW,261.0,1.0,4790.0,981.0,46.0, Dallas/Fort Worth International,Dallas
16766,2018,10,YX,Republic Airline,ORD,1202.0,3.0,11430.0,3046.0,272.0, Chicago O'Hare International,"Chicago, IL"
15898,2018,10,HA,Hawaiian Airlines Inc.,LAX,186.0,0.0,2630.0,1984.0,0.0, Los Angeles International,"Los Angeles, CA"
16341,2018,10,OO,SkyWest Airlines Inc.,ORD,6087.0,45.0,99531.0,34528.0,3014.0, Chicago O'Hare International,"Chicago, IL"
15829,2018,10,G4,Allegiant Air,LAX,93.0,0.0,2617.0,1119.0,102.0, Los Angeles International,"Los Angeles, CA"
15799,2018,10,G4,Allegiant Air,DEN,8.0,0.0,0.0,0.0,0.0, Denver International,"Denver, CO"
15745,2018,10,F9,Frontier Airlines Inc.,ORD,235.0,2.0,5092.0,2143.0,0.0, Chicago O'Hare International,"Chicago, IL"
15118,2018,10,9E,Endeavor Air Inc.,DFW,169.0,0.0,2352.0,804.0,0.0, Dallas/Fort Worth International,Dallas
15160,2018,10,9E,Endeavor Air Inc.,ORD,104.0,0.0,2563.0,571.0,0.0, Chicago O'Hare International,"Chicago, IL"
